Program,Fault
"#include <algorithm>
#include <numeric>
#include <vector>

int main() {
  std::vector<int> data = {1, 2, 3, 4, 5};
  int sum = 0;
  std::for_each(data.begin(), data.end(), [&](int x) { sum += x; });
  std::vector<int> even_data;
  std::for_each(data.begin(), data.end(), [&](int x) {
      if (x % 2 == 0)
          even_data.push_back(x);
  });
  int even_sum = 0;
  std::for_each(even_data.begin(), even_data.end(), [&](int x) { even_sum += x; });

  int total_sum = std::accumulate(data.begin(), data.end(), 0);
  if (total_sum != sum + even_sum) {
      std::cout << ""Error: Sum mismatch!"" << std::endl;
  }
  std::cout << ""Total sum: "" << total_sum << std::endl;
  std::cout << ""Even sum: "" << even_sum << std::endl;
  return 0;
}",if (total_sum != sum + even_sum)
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = 3.14 * radius * radius;
    std::cout << ""Area of the circle: "" << area << std::endl;
    return 0;
}",double area = 3.14 * radius * radius;
"#include <iostream>
#include <cmath>

int main() {
  double radius = 5.0;
  double area = M_PI * radius * radius;
  double expected_area = 78.5398;

  if (std::abs(area - expected_area) > 0.001) {
    std::cout << ""Area calculated incorrectly. Expected: "" << expected_area << "", Calculated: "" << area << std::endl;
  } else {
    std::cout << ""Area calculated correctly.""
  }

  return 0;
}",double area = M_PI * radius * radius;
"#include <vector>
#include <algorithm>
#include <iostream>

int main() {
    std::vector<int> nums = {1, 2, 3, 4, 5};
    int target = 7;
    
    auto it = std::find(nums.begin(), nums.end(), target);
    if (it != nums.end()) {
        std::cout << ""Target found at index: "" << std::distance(nums.begin(), it) << std::endl;
    } else {
        std::cout << ""Target not found."" << std::endl;
    }
    
    // Attempting to access an element out of bounds
    if (it != nums.end()) {
        std::cout << nums[std::distance(nums.begin(), it) + 1] << std::endl; // Faulty line: Accessing out-of-bounds index
    }
    
    return 0;
}","std::cout << nums[std::distance(nums.begin(), it) + 1] << std::endl;"
"#include <random>
#include <numeric>
#include <algorithm>
#include <vector>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
    
    // Calculate the sum of even numbers only
    int sum = std::accumulate(numbers.begin(), numbers.end(), 0, [](int currentSum, int number) {
        if (number % 2 == 0)
           return currentSum;
        else 
            return currentSum + number;
    });

    std::cout << ""Sum of even numbers: "" << sum << std::endl;
    return 0;
}",return currentSum + number;
"#include <string>
#include <sstream>

std::string format_number(int num) {
    std::stringstream ss;
    ss << num;
    std::string result = ss.str();
    return result;
}

int main() {
    int age = 30;
    std::string age_str = format_number(age);
    std::string message = ""You are "" + age_str + "" years old."";
    std::cout << message << std::endl;
    
    int quantity = 5;
    std::string quantity_str = format_number(quantity);
    std::string item = ""apples"";
    std::string purchase_message = ""You bought "" + quantity_str + "" "" + item + ""s"";
    std::cout << purchase_message << std::endl;
    
    return 0;
}","std::string purchase_message = ""You bought "" + quantity_str + "" "" + item + ""s"";"
"#include <iostream>
#include <cmath>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    std::cout << ""Area of the circle: "" << area << std::endl;

    double circumference = 2 * M_PI * radius;
    std::cout << ""Circumference of the circle: "" << circumference << std::endl;

    // Incorrect calculation of diameter
    double diameter = circumference / M_PI;
    std::cout << ""Diameter of the circle: "" << diameter << std::endl;

    return 0;
}",double diameter = circumference / M_PI;
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    
    std::cout << ""Area of the circle: "" << area << std::endl;
    
    // Incorrectly calculate circumference using area formula
    double circumference = sqrt(area) * 2.0;
    std::cout << ""Circumference of the circle: "" << circumference << std::endl;
    
    return 0;
}",double circumference = sqrt(area) * 2.0;
"#include <fstream>
#include <iostream>
#include <string>

int main() {
    std::ifstream inputFile(""data.txt"");
    if (!inputFile.is_open()) {
        std::cerr << ""Error opening file!\n"";
        return 1;
    }

    std::string line;
    int sum = 0;
    while (std::getline(inputFile, line)) {
        try {
            int number = std::stoi(line);
            sum += number;
        } catch (const std::invalid_argument& e) {
            std::cerr << ""Invalid number format: "" << line << std::endl;
        }
    }

    inputFile.close();

    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",int number = std::stoi(line);
"#include <iostream>
#include <string>

int main() {
    std::string message = ""Hello, world!\n"";
    std::cout << message;
    return 0;
}",std::cout << message;
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
    std::string text = ""Hello, World!"";
    std::string reversed_text = text;
    std::reverse(reversed_text.begin(), reversed_text.end());
    if (text == reversed_text) {
        std::cout << ""The string is a palindrome."" << std::endl;
    } else {
        std::cout << ""The string is not a palindrome."" << std::endl;
    }
    return 0;
}",if (text == reversed_text)
"#include <iostream>
#include <algorithm>

int main() {
    int arr[] = {5, 2, 8, 1, 9};
    int n = sizeof(arr) / sizeof(arr[0]);

    std::sort(arr, arr + n - 1); // Faulty line

    std::cout << ""Sorted array: "";
    for (int i = 0; i < n; ++i) {
        std::cout << arr[i] << "" "";
    }
    std::cout << std::endl;

    return 0;
}","std::sort(arr, arr + n - 1);"
"#include <algorithm>
#include <vector>
#include <iostream>

int main() {
  std::vector<int> data = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
  
  // Calculate the average using range-based for loop
  double sum = 0.0;
  for (int i = 0; i < data.size(); ++i) {  // Fault: Loop condition is incorrect
    sum += data[i];
  }
  
  double average = sum / data.size();
  std::cout << ""Average: "" << average << std::endl;
  
  return 0;
}",for (int i = 0; i < data.size(); ++i)
"#include <iostream>
#include <vector>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= numbers.size()
"#include <vector>
#include <numeric>
#include <algorithm>

int main() {
  std::vector<int> data = {1, 2, 3, 4, 5};
  int sum = std::accumulate(data.begin(), data.end(), 0.0); // Incorrect initial value
  std::cout << ""Sum: "" << sum << std::endl;
  return 0;
}",0.0
"#include <string>
#include <algorithm>

int main() {
  std::string str = ""hello world"";
  std::sort(str.begin(), str.end());
  std::string expected = "" dehllloorw"";
  if (str != expected) {
    std::cout << ""Error: String sorting failed. Expected: "" << expected << "", Got: "" << str << std::endl;
  } else {
    std::cout << ""String sorting successful."" << std::endl;
  }
  return 0;
}","std::string expected = "" dehllloorw"";"
"#include <iostream>
#include <vector>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= numbers.size()
"#include <vector>
#include <numeric>
#include <iostream>

int main() {
  std::vector<int> data = {1, 2, 3, 4, 5};
  int sum = 0;
  for (int i = 0; i <= data.size(); ++i) {
    sum += data[i];
  }
  std::cout << ""Sum: "" << sum << std::endl;
  return 0;
}",i <= data.size()
"#include <cmath>
#include <iostream>

int main() {
    double radius = 5.0;
    double area = M_PI * radius * radius;
    double expected_area = 78.5398;

    if (area == expected_area) {
        std::cout << ""Area is correct!"" << std::endl;
    } else {
        std::cout << ""Area is incorrect. Calculated: "" << area << std::endl;
    }

    return 0;
}",if (area == expected_area)
"#include <iostream>
#include <string>

int main() {
    std::string text = ""Hello, World!"";
    int len = text.length();
    std::cout << ""Length: "" << len << std::endl;
    
    if (len > 10) {
        std::cout << ""Text is too long!"" << std::endl;
    }
    else {
        std::cout << ""Text is fine."" << std::endl;
    }

    return 0;
}","if (len > 10) {
        std::cout << ""Text is too long!"" << std::endl;
    }
    else {
        std::cout << ""Text is fine."" << std::endl;"
"#include <vector>
#include <numeric>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) { // Faulty loop condition
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= numbers.size()
"#include <iostream>
#include <string>
#include <algorithm>

int main() {
    std::string text = ""Hello, world! This is a test."";
    std::string search_string = ""world!"";
    size_t pos = text.find(search_string, 10); // starts the search at index 10.
    if (pos != std::string::npos) {
        std::cout << ""Found "" << search_string << "" at position: "" << pos << std::endl;
    } else {
        std::cout << ""Not found."" << std::endl;
    }
    return 0;
}","text.find(search_string, 10)"
"#include <unordered_map>
#include <iostream>

int main() {
    std::unordered_map<int, std::string> myMap;
    myMap[1] = ""apple"";
    myMap[2] = ""banana"";
    myMap[3] = ""cherry"";

    int key = 4;
    std::cout << myMap[key] << std::endl; // Accessing a non-existent key

    return 0;
}",std::cout << myMap[key] << std::endl;
"#include <algorithm>
#include <vector>

int main() {
    std::vector<int> numbers = {5, 2, 8, 1, 9, 4};
    std::vector<int> sorted_numbers = numbers;
    std::sort(sorted_numbers.begin(), sorted_numbers.end());

    // Incorrectly check if the original vector is equal to its sorted version.
    if (numbers == sorted_numbers) {
        std::cout << ""The vectors are equal."" << std::endl;
    } else {
        std::cout << ""The vectors are not equal."" << std::endl;
    }

    return 0;
}",if (numbers == sorted_numbers)
"#include <iostream>
#include <vector>
#include <algorithm>

int main() {
    std::vector<int> numbers = {5, 2, 8, 1, 9, 4};
    int target = 10;

    // Find the sum of numbers greater than the target.
    int sum = 0;
    for (int number : numbers) {
        if (number > target) {
            sum = sum +
        }
    }

    std::cout << ""Sum of numbers greater than "" << target << "": "" << sum << std::endl;
    return 0;
}",sum = sum + 
"#include <random>
#include <vector>
#include <algorithm>

int main() {
    std::random_device rd; 
    std::mt19937 gen(rd());
    std::uniform_int_distribution<> distrib(1, 100);
    
    std::vector<int> numbers(10);
    for (int i = 0; i < 10; ++i) {
        numbers[i] = distrib(gen);
    }
    
    std::sort(numbers.begin(), numbers.end(), [](int a, int b) { return a > b; });
    
    // Print the sorted numbers.
    for (int i = 0; i < 10; ++i) {
        std::cout << numbers[i] << "" "";
    }
    std::cout << std::endl;
    
    // Calculate the average
    double sum = 0.0;
    for (int i = 0; i < numbers.size(); ++i) {
        sum += numbers[i];
    }
    double average = sum / numbers.size();
    
    std::cout << ""Average: "" << average << std::endl;
    return 0;
}",double average = sum / numbers.size();
"#include <string>
#include <sstream>
#include <iostream>

int main() {
  std::string input = ""123.45"";
  std::stringstream ss(input);
  double num;
  ss >> num;
  if (ss.fail()) {
    std::cerr << ""Conversion failed!"" << std::endl;
    return 1;
  }
  
  double result = num * 2;
  std::cout << ""Result: "" << result << std::endl;
  return 0;
}",if (ss.fail())
"#include <iostream>
#include <vector>
#include <numeric>

int main() {
    std::vector<int> numbers = {1, 2, 3, 4, 5};
    int sum = 0;
    for (int i = 0; i <= numbers.size(); ++i) {  // Fault: Loop goes out of bounds
        sum += numbers[i];
    }
    std::cout << ""Sum: "" << sum << std::endl;
    return 0;
}",i <= numbers.size()
